Record_ID,Record_Type,Timestamp_Start,Latitude,Longitude,Severity,Resolution_Status,Resolution_Time_Minutes,Alert_Type,Incident_Type,Distance_km,Incident_Description,Traffic_Incident_Nearby,Node_ID/DevEUI,Feeder_ID,Network_Operator,Time_Zone,,,,,,,,
UTIL-1181,Utility Alert,10/21/2025 1:56,39.28,-76.545,Medium,Resolved,24,Sudden Tilt,,,Device performance stable,FALSE,06753087A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1182,Utility Alert,10/21/2025 1:57,39.27,-76.65,High,Resolved,19,Sudden Tilt,,,Device restart successful,FALSE,09734139A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1072,Traffic Incident,11/5/2025 13:40,39.2904,-76.6122,Medium,Resolved,75,Road Work,0.01,Utility line maintenance,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1183,Utility Alert,10/21/2025 1:57,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Component status check,FALSE,10731189A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1184,Utility Alert,10/21/2025 1:57,39.295,-76.68,High,Resolved,12,Sudden Tilt,,,Communications link tested,FALSE,09734075B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1185,Utility Alert,10/21/2025 1:58,39.32,-76.62,Medium,Resolved,25,Sudden Tilt,,,Device stability confirmed,FALSE,8813bf1ce46c7486,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1073,Traffic Incident,11/5/2025 17:30,39.279,-76.545,Critical,Open,0,Accident,0.2,Multi-vehicle high speed crash,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1186,Utility Alert,10/21/2025 1:58,39.28,-76.545,Medium,Resolved,21,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,08744099A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1187,Utility Alert,10/21/2025 1:58,39.27,-76.65,High,Resolved,30,Sudden Tilt,,,Minor pole movement detected,FALSE,09744030A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1074,Traffic Incident,11/6/2025 8:00,39.32,-76.62,Low,Resolved,25,Congestion,0.01,Heavy commute volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1188,Utility Alert,10/21/2025 1:59,39.2904,-76.6122,Medium,Resolved,16,Sudden Tilt,,,Minor device anomaly,FALSE,11734172A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1189,Utility Alert,10/21/2025 1:59,39.295,-76.68,Medium,Resolved,22,Sudden Tilt,,,High voltage transient detected,FALSE,13825038A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1190,Utility Alert,10/21/2025 1:59,39.32,-76.62,High,Resolved,14,Sudden Tilt,,,Device performance stable,FALSE,08715037A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1075,Traffic Incident,11/6/2025 14:15,39.2904,-76.6122,Medium,Resolved,80,Disabled Vehicle,0.01,Flatbed truck failed to start,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1191,Utility Alert,10/21/2025 1:59,39.28,-76.545,Medium,Resolved,25,Sudden Tilt,,,Device restart successful,FALSE,09744029A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1192,Utility Alert,10/21/2025 2:00,39.27,-76.65,High,Resolved,19,Sudden Tilt,,,Communications link tested,FALSE,10741097A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1076,Traffic Incident,11/6/2025 17:00,39.295,-76.68,Low,Resolved,25,Congestion,0.01,High volume during afternoon commute,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1193,Utility Alert,10/21/2025 2:00,39.2904,-76.6122,Medium,Resolved,18,Sudden Tilt,,,Device stability confirmed,FALSE,10741097A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1194,Utility Alert,10/21/2025 2:00,39.295,-76.68,High,Resolved,13,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,08734046A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1195,Utility Alert,10/21/2025 2:00,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor pole movement detected,FALSE,09724106A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1077,Traffic Incident,11/7/2025 7:30,39.28,-76.545,Medium,Resolved,40,Disabled Vehicle,0.01,Police responding to roadside hazard,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1196,Utility Alert,10/21/2025 2:00,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Minor device anomaly,FALSE,10746128A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1197,Utility Alert,10/21/2025 2:01,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,High voltage transient detected,FALSE,08734052B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1078,Traffic Incident,11/7/2025 15:45,39.2904,-76.6122,High,Open,0,Road Work,0.01,Planned BGE work: trenching/utility access,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1198,Utility Alert,10/21/2025 2:01,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Device performance stable,FALSE,10752089A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1199,Utility Alert,10/21/2025 2:01,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device restart successful,FALSE,07755022A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1200,Utility Alert,10/21/2025 2:01,39.32,-76.62,Medium,Resolved,23,Sudden Tilt,,,Communications link tested,FALSE,10723016A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1079,Traffic Incident,11/7/2025 19:30,39.321,-76.6205,Low,Resolved,35,Congestion,0.1,Friday night event traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1201,Utility Alert,10/21/2025 2:01,39.28,-76.545,High,Resolved,19,Sudden Tilt,,,Device stability confirmed,FALSE,07714138A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1202,Utility Alert,10/21/2025 2:02,39.27,-76.65,Medium,Resolved,27,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,10755012A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1080,Traffic Incident,11/8/2025 9:15,39.2805,-76.5455,Critical,Resolved,180,Accident,0.3,High-impact crash; road closed for debris removal,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1203,Utility Alert,10/21/2025 2:02,39.2904,-76.6122,Medium,Resolved,16,Sudden Tilt,,,Minor pole movement detected,FALSE,10742098A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1204,Utility Alert,10/21/2025 2:02,39.295,-76.68,High,Resolved,13,Sudden Tilt,,,Minor device anomaly,FALSE,13902017A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1205,Utility Alert,10/21/2025 2:03,39.32,-76.62,High,Resolved,24,Sudden Tilt,,,High voltage transient detected,FALSE,10746102A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1081,Traffic Incident,11/8/2025 14:00,39.2905,-76.612,Medium,Resolved,60,Disabled Vehicle,0.05,Tow truck dispatched for vehicle stalled in tunnel,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1206,Utility Alert,10/21/2025 2:03,39.28,-76.545,Medium,Resolved,21,Sudden Tilt,,,Device performance stable,FALSE,10756054A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1207,Utility Alert,10/21/2025 2:03,39.27,-76.65,Medium,Resolved,17,Sudden Tilt,,,Device restart successful,FALSE,09744044A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1082,Traffic Incident,11/8/2025 18:30,39.27,-76.65,Low,Resolved,30,Congestion,0.01,Friday evening commuter overflow,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1208,Utility Alert,10/21/2025 2:04,39.2904,-76.6122,High,Resolved,19,Sudden Tilt,,,Communications link tested,FALSE,10746158A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1209,Utility Alert,10/21/2025 2:04,39.295,-76.68,Medium,Resolved,27,Sudden Tilt,,,Device stability confirmed,FALSE,12721099A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1210,Utility Alert,10/21/2025 2:05,39.32,-76.62,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,12815032A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1083,Traffic Incident,11/9/2025 11:00,39.28,-76.545,Medium,Open,0,Road Work,0.01,Scheduled weekend manhole access,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1211,Utility Alert,10/21/2025 2:05,39.28,-76.545,Medium,Resolved,22,Sudden Tilt,,,Minor pole movement detected,FALSE,12815029A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1212,Utility Alert,10/21/2025 2:05,39.27,-76.65,Medium,Resolved,18,Sudden Tilt,,,Minor device anomaly,FALSE,09724172A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1084,Traffic Incident,11/9/2025 15:30,39.295,-76.68,Low,Resolved,25,Congestion,0.05,Shopping center overflow,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1213,Utility Alert,10/21/2025 2:05,39.2904,-76.6122,High,Resolved,25,Sudden Tilt,,,High voltage transient detected,FALSE,09744026A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1214,Utility Alert,10/21/2025 2:05,39.295,-76.68,High,Resolved,21,Sudden Tilt,,,Device performance stable,FALSE,12836037A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1215,Utility Alert,10/21/2025 2:06,39.32,-76.62,Medium,Resolved,16,Sudden Tilt,,,Device restart successful,FALSE,11703146A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1085,Traffic Incident,11/9/2025 19:45,39.32,-76.62,Medium,Resolved,50,Disabled Vehicle,0.01,Police responding to street fight,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1216,Utility Alert,10/21/2025 2:06,39.28,-76.545,Medium,Resolved,20,Sudden Tilt,,,Communications link tested,FALSE,10746163A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1217,Utility Alert,10/21/2025 2:06,39.27,-76.65,High,Resolved,31,Sudden Tilt,,,Device stability confirmed,FALSE,12921003A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1086,Traffic Incident,11/10/2025 10:15,39.2904,-76.6122,Critical,Resolved,320,Accident,0.01,Fatal motorcycle crash; major investigation,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1218,Utility Alert,10/21/2025 2:06,39.2904,-76.6122,Medium,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09744041A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1219,Utility Alert,10/21/2025 2:06,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor pole movement detected,FALSE,8813bf0b180ca54e,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1220,Utility Alert,10/21/2025 2:07,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor device anomaly,FALSE,09744028A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1087,Traffic Incident,11/10/2025 16:45,39.2705,-76.651,Low,Resolved,30,Congestion,0.1,Sunday evening travel volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1221,Utility Alert,10/21/2025 2:07,39.28,-76.545,High,Resolved,19,Sudden Tilt,,,High voltage transient detected,FALSE,13902003A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1222,Utility Alert,10/21/2025 2:07,39.27,-76.65,Medium,Resolved,27,Sudden Tilt,,,Device performance stable,FALSE,10756071A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1088,Traffic Incident,11/11/2025 7:45,39.32,-76.62,Medium,In Progress,0,Road Work,0.05,Emergency barrier repair,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1223,Utility Alert,10/21/2025 2:07,39.2904,-76.6122,Medium,Resolved,16,Sudden Tilt,,,Device restart successful,FALSE,8813bf0ac0243a5e,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1224,Utility Alert,10/21/2025 2:07,39.295,-76.68,High,Resolved,13,Sudden Tilt,,,Component status check,FALSE,09734134A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1225,Utility Alert,10/21/2025 2:07,39.32,-76.62,High,Resolved,24,Sudden Tilt,,,Communications link tested,FALSE,09734072A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1089,Traffic Incident,11/11/2025 11:30,39.2905,-76.612,Medium,Resolved,70,Disabled Vehicle,0.01,Stalled delivery truck,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1226,Utility Alert,10/21/2025 2:08,39.28,-76.545,Medium,Resolved,21,Sudden Tilt,,,Device stability confirmed,FALSE,08715066A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1227,Utility Alert,10/21/2025 2:09,39.27,-76.65,Medium,Resolved,17,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09744045A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1090,Traffic Incident,11/11/2025 18:00,39.2795,-76.545,Low,Resolved,30,Congestion,0.01,Monday evening rush hour,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1228,Utility Alert,10/21/2025 2:08,39.2904,-76.6122,High,Resolved,19,Sudden Tilt,,,Minor pole movement detected,FALSE,09744064A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1229,Utility Alert,10/21/2025 2:08,39.295,-76.68,Medium,Resolved,27,Sudden Tilt,,,Minor device anomaly,FALSE,10724100A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1230,Utility Alert,10/21/2025 2:08,39.32,-76.62,Medium,Resolved,15,Sudden Tilt,,,High voltage transient detected,FALSE,08715074B,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1091,Traffic Incident,11/12/2025 7:30,39.295,-76.68,Medium,Resolved,45,Disabled Vehicle,0.01,Commercial vehicle inspection stop,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1231,Utility Alert,10/21/2025 2:08,39.28,-76.545,High,Resolved,22,Sudden Tilt,,,Device performance stable,FALSE,10746107A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1232,Utility Alert,10/21/2025 2:09,39.27,-76.65,Medium,Resolved,18,Sudden Tilt,,,Device restart successful,FALSE,09405005A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
TRFC-1092,Traffic Incident,11/12/2025 11:00,39.32,-76.62,Low,Resolved,10,Congestion,0.01,Road debris cleared,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1233,Utility Alert,10/21/2025 2:09,39.2904,-76.6122,Medium,Resolved,25,Sudden Tilt,,,Communications link tested,FALSE,09724044A,58.02.30,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,
UTIL-1234,Utility Alert,10/21/2025 2:10,39.295,-76.68,High,Resolved,21,Sudden Tilt,,,Device stability confirmed,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1235,Utility Alert,10/21/2025 2:10,39.32,-76.62,Medium,Resolved,16,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,06753086A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1093,Traffic Incident,11/12/2025 15:00,39.2904,-76.6122,Medium,Resolved,90,Road Work,0.01,"Crane assembly, temporary road block",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1236,Utility Alert,10/21/2025 2:10,39.28,-76.545,Medium,Resolved,23,Sudden Tilt,,,Minor pole movement detected,FALSE,10615150A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1237,Utility Alert,10/21/2025 2:11,39.27,-76.65,High,Resolved,34,Sudden Tilt,,,Minor device anomaly,FALSE,07724039A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1094,Traffic Incident,11/13/2025 6:15,39.2705,-76.65,Low,Resolved,15,Congestion,0.05,Early commuter traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1238,Utility Alert,10/21/2025 2:11,39.2904,-76.6122,Medium,Resolved,15,Sudden Tilt,,,High voltage transient detected,FALSE,09603114B,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1239,Utility Alert,10/21/2025 2:12,39.295,-76.68,High,Resolved,12,Sudden Tilt,,,Device performance stable,FALSE,08653004A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1240,Utility Alert,10/21/2025 2:12,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Device restart successful,FALSE,07724037B,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1095,Traffic Incident,11/13/2025 14:00,39.28,-76.545,Medium,Resolved,45,Disabled Vehicle,0.01,Police responding to stalled vehicle,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1241,Utility Alert,10/21/2025 2:12,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Communications link tested,FALSE,09516125A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1242,Utility Alert,10/21/2025 2:13,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device stability confirmed,FALSE,08653008A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1096,Traffic Incident,11/13/2025 19:15,39.32,-76.62,High,Resolved,200,Accident,0.05,High-speed crash; multiple injuries,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1243,Utility Alert,10/21/2025 2:13,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09526249A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1244,Utility Alert,10/21/2025 2:13,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor pole movement detected,FALSE,09525246A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1245,Utility Alert,10/21/2025 2:15,39.32,-76.62,Medium,Resolved,23,Sudden Tilt,,,Minor device anomaly,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1097,Traffic Incident,11/14/2025 7:00,39.2904,-76.6122,Medium,In Progress,0,Road Work,0.01,BGE scheduled line upgrade,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1246,Utility Alert,10/21/2025 2:16,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,High voltage transient detected,FALSE,09603063A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1247,Utility Alert,10/21/2025 2:17,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device performance stable,FALSE,09603970A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1098,Traffic Incident,11/14/2025 14:30,39.28,-76.545,Medium,Resolved,45,Disabled Vehicle,0.01,Flat tire on main road,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1248,Utility Alert,10/21/2025 2:15,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Device restart successful,FALSE,09535382A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1249,Utility Alert,10/21/2025 2:15,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Component status check,FALSE,10525217A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1250,Utility Alert,10/21/2025 2:15,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Communications link tested,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1099,Traffic Incident,11/14/2025 17:30,39.27,-76.65,Low,Resolved,30,Congestion,0.01,Friday evening travel volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1251,Utility Alert,10/21/2025 2:16,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device stability confirmed,FALSE,8813bf2b54dc4c2e,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1252,Utility Alert,10/21/2025 2:17,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09603970A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1100,Traffic Incident,11/15/2025 11:30,39.3205,-76.6205,Medium,Resolved,60,Disabled Vehicle,0.1,Vehicle towed for illegal parking,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1253,Utility Alert,10/21/2025 2:17,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Minor pole movement detected,FALSE,09553104A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1254,Utility Alert,10/21/2025 2:18,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor device anomaly,FALSE,08533042A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1255,Utility Alert,10/21/2025 2:19,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,High voltage transient detected,FALSE,07724037B,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1101,Traffic Incident,11/15/2025 16:45,39.2904,-76.6122,Low,Resolved,25,Congestion,0.01,Weekend high street traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1256,Utility Alert,10/21/2025 2:19,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device performance stable,FALSE,09516125A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1257,Utility Alert,10/21/2025 2:20,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device restart successful,FALSE,09603068A,58.02.30,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1102,Traffic Incident,11/16/2025 10:30,39.2805,-76.545,Medium,Open,0,Road Work,0.2,Planned lane closure for road resurfacing,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1258,Utility Alert,10/21/2025 2:20,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Communications link tested,FALSE,09526249A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1259,Utility Alert,10/21/2025 2:20,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device stability confirmed,FALSE,09525246A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1260,Utility Alert,10/21/2025 2:21,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1103,Traffic Incident,11/16/2025 14:00,39.271,-76.65,Low,Resolved,20,Congestion,0.05,Stadium event entry traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1261,Utility Alert,10/21/2025 2:21,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Minor pole movement detected,FALSE,09526328A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1262,Utility Alert,10/21/2025 2:22,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Minor device anomaly,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1104,Traffic Incident,11/17/2025 7:00,39.2904,-76.6122,High,Open,0,Accident,0.01,"Hit-and-run, police on scene",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1263,Utility Alert,10/21/2025 2:22,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,High voltage transient detected,FALSE,09526328A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1264,Utility Alert,10/21/2025 2:23,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device performance stable,FALSE,09516125A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1265,Utility Alert,10/21/2025 2:23,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Device restart successful,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1105,Traffic Incident,11/17/2025 11:30,39.28,-76.545,Medium,Resolved,50,Disabled Vehicle,0.01,Broken down construction equipment,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1266,Utility Alert,10/21/2025 2:23,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Communications link tested,FALSE,09526249A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1267,Utility Alert,10/21/2025 2:24,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device stability confirmed,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1106,Traffic Incident,11/17/2025 15:00,39.295,-76.68,Low,Resolved,20,Congestion,0.05,Commercial district midday slowdown,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1268,Utility Alert,10/21/2025 2:24,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09516125A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1269,Utility Alert,10/21/2025 2:25,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor pole movement detected,FALSE,09525246A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1270,Utility Alert,10/21/2025 2:25,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor device anomaly,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1107,Traffic Incident,11/18/2025 7:30,39.27,-76.65,Medium,Resolved,45,Disabled Vehicle,0.01,Police responding to roadside inspection,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1271,Utility Alert,10/21/2025 2:25,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,High voltage transient detected,FALSE,09526328A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1272,Utility Alert,10/21/2025 2:26,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device performance stable,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
